artist_name,artist_id,artist_terms,artist_familiarity,artist_hotttnesss,artist_location,artist_7digitalid
Jerry Lewis,ARV21JS1187B99E516,rock steady,0.474829407,0.296955682,"Newark, NJ",58476
Stephen Marley / Damian Marley,ARH9GD41187FB37E0F,roots reggae,0.724813068,0.477178834,,10867
Charlie Khan,ARGXJRQ1241B9C5FDE,cabaret,0.474712354,0.332088981,,432798
Red I Flight,AR8J63I119B8668504,death core,0.747061427,0.327526078,,156345
White Heart,ARCCRTI11F4C845308,ccm,0.477364753,0.337507289,,30101
Jo-El Sonnier,AR1JGQT1187FB56878,bluegrass,0.46689796,0.320165416,"Rayne, LA",3423
Steinski,ARQ30G91187B9B8C12,hip hop,0.545364353,0.404575226,,23001
Chuck Wicks,ARPTC8L119B340323E,country,0.769967819,0.480812449,,154989
Yahir,ARNNHLN1187FB42912,brutal death metal,0.598636434,0.232825061,"Hermosillo Sonora, Mexico",23909
Lexi,AR7358P1187B9B6880,broken beat,0.431014963,0.352902254,Nebraska,465464
Cali,ARZBYDY1187FB46DD7,dance pop,0.616884544,0.343844499,Vernet les Bains,11546
Tommy Sands,ARWBAI21187B991E2E,rockabilly,0.406801997,0.298580718,UK - Northern Ireland,167857
Beyoncé,AR65K7A1187FB4DAA4,hip hop,0.889460725,0.612067268,,21453
DJ Harry,AR4QYVC1187B99985B,trip hop,0.487077751,0.315690277,,559821
Babbie Mason,ARK6JC91187B9B4B2D,ccm,0.381780881,0.305917775,United States,4900
Rated R,ARD0S291187B9B7BF5,breakbeat,0.556495602,0.261941177,Ohio,17970
Diamanda Galas,ARUUP4L1187B9B72EB,no wave,0.598237133,0.36368784,"San Diego, CA",11354
Black Eyed Peas / Terry Dexter,ARTDQRC1187FB4EFD4,hip hop,0.845601887,1.005941966,"Los Angeles, CA",15260
Beenie Man,ARVUN5F1187FB4CCC7,dancehall,0.729212274,0.481339309,"Kingston, Jamaica",7537
Be Bop Deluxe,ARJTX7M1187FB4CED3,art rock,0.537160563,0.382843062,England,16755
Rolfe Kent,ARJJKAA1187B9ADAF1,soundtrack,0.549033905,0.376664106,,61843
Nu Flavor,ARDC3571187B9988E1,hard house,0.555884287,0.30203247,"Long Beach, CA",5181
Maurice Chevalier,AR1X2H01187B98CCF2,chanson,0.502453177,0.391585329,"Menilmontant, France",15530
ISRAEL & NEW BREED,ARAUQAL1187FB5B374,ccm,0.697113113,0.417033117,,223741
P.O.D.,AR65OLD1187FB5C103,alternative metal,0.859873312,0.533085375,,4546
Reel Big Fish,ARZJ4MI1187B9AF5AF,ska punk,0.784143965,0.553168864,"Orange County, CA",8251
Mystery,ARTO9UO1187B9B2D47,hard house,0.529386534,0.346964339,North Carolina,67121
Jacques Douai,ARYDFJA1241B9CBFF2,chanson,0.313851152,0.14519083,,285519
Eko Fresh,ARI6CSW1187B9AF09A,pop rap,0.689494765,0.35590563,"M�engladbach, Germany",99106
Buju Banton,ARCNOK81187B98CA3F,roots reggae,0.710374813,0.505883169,"Kingston, Jamaica",7561
Jacques Douai,ARYDFJA1241B9CBFF2,chanson,0.313851152,0.14519083,,285519
Bill Douglas,ARBXBQR1187FB56FA5,chamber jazz,0.489537503,0.343389815,,347407
Beyoncé,AR65K7A1187FB4DAA4,hip hop,0.889460726,0.619431422,,21453
Alvin Youngblood Hart,ARCLJQZ11E2835CE37,blues-rock,0.523653409,0.348434197,"Oakland, CA",128317
Gene Chandler,ARYBUAO1187FB3F4EB,chicago soul,0.570016703,0.393762699,"Chicago, IL",1561
Legacy Five,AR2FJV21187B98EBE3,country gospel,0.488237366,0.367355344,Tennessee,112027
The Del McCoury Band,AR7KA5V1187FB44E6B,bluegrass,0.608703568,0.362218957,,176248
Christos Dantis,AROGWRA122988FEE45,pop rock,0.480752276,0.417593317,,193376
Walter Jackson; Arranged & conducted by Riley Hampton,AROBQ0B1187FB404F6,northern soul,0.437193777,0.316155987,"Pensacola, FL",39368
J Bostron & Beretta,ARAUFKZ1242077FBD1,jungle music,0.536679044,0.378056125,,426274
Mark Ashley,ARY7ERS1187B9903AE,hard trance,0.49237718,0.303136478,,108900
Cindy Morgan,ARYJ6RP1187B9B3827,ccm,0.54474949,0.417410467,"Nashville, TN",15691
Deathstar,ARPINYO12454A2E4AB,straight edge,0.481194126,0.389230136,Washington,357103
Generation X,AR1PRQ21187FB3B481,punk,0.611180947,0.39903377,,16932
Vanessa Daou,ARZFRQM1187B9A9772,chill-out,0.570825323,0.403588238,,294223
Laidback Luke & Diplo,ARQIAEA1187FB4F9F9,tech house,0.667849508,0.462537498,,144800
Joe Satriani,ARNZ70R1187B9A4824,instrumental rock,0.705876402,0.62220896,"Westbury, Long Island, NY",52287
Steve Vai,AROY6XW1187B991121,instrumental rock,0.645720023,0.543954417,"Carle Place, New York",41002
Burning Spear,ARJ2PMY1187FB5B563,roots reggae,0.6742378,0.46527021,NY - Long Island,80
The Edgar Broughton Band,ARJB9TE1187FB3A9F8,protopunk,0.524008172,0.349037894,,17613
Aleks Syntek,ARW70HR1187B9A358C,merengue,0.659251521,0.399431544,"Merida, Mexico",28789
Los Del Rio,AR0OTEX1187FB3600D,dance pop,0.447725075,0.351170212,,45839
Wes King,ARDUOSV1187B9894D5,ccm,0.449231471,0.348184321,,30117
Teijo Joutsela and Humppa-Veikot,ARVYDAQ1187FB43338,humppa,0.047775081,0,,103826
Moon Mullican,ARKEFM61187B9A8202,western swing,0.386716175,0.281887097,"Corrigan, Polk County, TX",20721
Jefferson Starship,AR1WC0X1187B991056,hard rock,0.62812134,0.418946871,"San Francisco, CA",2180
Ronny Eriksson,ARUZD301187FB4AC65,stand-up comedy,0.322667185,0.25669968,,436847
John Mayall,ARJ9DSA1187B990E00,blues-rock,0.626803106,0.405234691,,1633
Gary Moore,AR56P361187B9AC4DB,blues-rock,0.761362238,0.467110649,"Belfast, Northern Ireland",1380
Spiral Stairs,ARQXAGC12472CE2BBD,indie rock,0.506734505,0.397249735,,442830
Attack Attack,ARUVPCM1187FB5C281,screamo,0.850430103,0.458012988,USA ,252877
Gym Class Heroes,ARGMGHN1187B9B4213,hip hop,0.906619152,0.563403566,"Geneva, NY",18665
Mighty Mighty Bosstones,AR2SMD91187B9B0582,ska punk,0.699262056,0.47594129,"Boston, MA",18232
Twinkle Twinkle Little Rock Star,ARDXGVT124207832C0,,0.318141453,0.420703168,,494025
The Booth Brothers,ARKVMRR122CC3B110A,country gospel,0.51598933,0.354592758,North Carolina,587384
Vivian Khor,ARIHWZG11F50C50E1C,meditation,0.362210325,0.282623584,California - LA,71904
Anne Dudley,ARZEBW31187FB586EA,trip hop,0.543290243,0.351998338,,2998
The Mustangs,ARGHV4C1187B995847,country rock,0.432136477,0.362563592,Connecticut,106831
Michael Jackson,ARXPPEY1187FB51DF4,motown,0.86652032,0.766545451,,88
Marc Shaiman,AR8IEZO1187B99055E,soundtrack,0.510010871,0.378442737,,133897
Paul Simon,AR966X21187B9AC463,singer-songwriter,0.707059452,0.562432731,"Newark, NJ",4094
K-OS,ARCF06I1187B995398,trip hop,0.712662163,0.430697046,,16967
Eberhard Weber,ARWBN9B1187B988B95,free jazz,0.54559902,0.343680041,"Stuttgart, Germany",63620
Jimmy Herring,ARWBZWU1187B98F7FB,jazz fusion,0.515034941,0.412155304,,268125
The Continentals,AR5ZY7R1187B996302,samba,0.442030513,0.380109208,Washington DC,330350
Neil Diamond,AR40GSU1187FB3AA01,soft rock,0.817635146,0.564005986,"Brooklyn, NY",35
The Chieftains;Colin James,AR0V36F1187FB366B1,irish folk,0.662670207,0.378969801,Ireland,2259
45 Grave,ARB1CNO1187FB4CE93,deathrock,0.596602385,0.399186285,,27512
Joe Turner_ Joe Houston_ L. C. Williams,ARWIMT21187B9B5AEC,jump blues,0.473624124,0.364586575,Mississippi,4940
J.B. Lenoir,AR58SJE1187B9A8E4C,chicago blues,0.520553746,0.355974359,"Monticello, MS",19152
Screaming Jay Hawkins,ARLCEUJ11F4C842D6A,rock 'n roll,0.537587145,0.306438629,,22329
The Sun Harbor's Chorus-Documentary Recordings,ARCVMYS12454A51E6E,patriotic,0.316715636,0.24913723,,76721
Set Your Goals,ARKCYJV1187FB392E9,pop punk,0.823910087,0.549749652,"San Francisco, CA",66284
Tesla,ARYKCQI1187FB3B18F,hard rock,0.707199764,0.51346329,,1396
Charlie Rich,AR0B1CH1187FB3A824,rockabilly,0.582803191,0.448669074,"Benton, Arkansas",4839
Claw Hammer,ARBKEA91187B98CE1F,alternative rock,0.401479593,0.268744755,,154331
The Ataris,ARPKK761187FB4D53C,pop punk,0.82785377,0.517328584,"Anderson, IN",89680
Sharon Burch,AR5AXVN1187B9A2761,folk rock,0.438784795,0.301947213,,388935
The Field Mice,ARR2TI31187FB380FE,twee pop,0.60542429,0.409292117,,163827
Taboo,ARZY28S1187FB40BAB,new beat,0.508036616,0.339627561,"Cape Town, ZA",102509
Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,ARNILB71187B99EC88,hard bop,0.426683814,0.333154508,"Los Angeles, CA",135437
Koffi Olomidé,ARCQ3LZ1187FB49B42,zouk,0.453444931,0.311617485,,273042
White Heart,ARCCRTI11F4C845308,ccm,0.477364753,0.337507289,,30101
Singing Melody,ARHINI31187B995C1D,dancehall,0.498414133,0.326008873,,7694
Svartthron,ARCOAC111C8A417478,black metal,0.472834535,0.306056867,,485412
The Rolling Stones,ARFCUN31187B9AD578,blues,0.814829656,0.776037656,"London, England",522
The Rongetz Foundation,ARYN80Y1187FB49F36,afrobeat,0.447009091,0.389314397,,153144
Kassav',AR05NQH1187B98E875,zouk,0.601395113,0.436730221,,88409
Fall Out Boy,ARSG7NQ1187FB57482,pop punk,0.93796475,0.566622888,"Wilmette, IL",8860
Bob Marley & The Wailers,ARAZCWP129462A97F1,reggae,0.778835827,0.570106512,,19
Claude François,ARTO6KU1187B99910C,chanson,0.554890899,0.385583661,,17453
Elephant Man,ARTWPGO1187FB52DC3,dancehall,0.747815369,0.459189195,"Kingston, Jamaica",4550
The Cate Brothers,ARZDYBC1187B9A3142,roots rock,0.29143326,0.190346162,"Fayetteville, AR",193079
Tracy Byrd,AR3AY3R1187FB52CF0,honky tonk,0.692973745,0.422507451,"Vidor, TX",2185
Jean Segurel,ARQ4OZM1187B991229,chanson,0.330992398,0.15726743,,93558
Fran Perea,AR2K2CM1187B98D4F1,celtic,0.525332914,0.383394322,"Malaga,Spanija",29215
Maria Muldaur,ARGJ0911187FB4613F,dance pop,0.586950622,0.432054079,"New York, NY",4779
Santana,ARB054P1187B9AD32E,blues-rock,0.818494214,0.627765135,"San Francisco, CA",3815
Mustafa Sandal,ARY0XD81187FB5CF38,eurodance,0.58913627,0.409248013,,126091
Johannes Linstead,AR3GE071187B9A6D71,meditation,0.57961456,0.418418097,Toronto,251262
Dorothy Norwood,ARF3PG41187FB4B0B4,blues,0.418282514,0.320345629,,101172
Cinder,ARPVFV91187B98BB94,post-grunge,0.553194234,0.359807225,,11062
Fania All Stars,ARIWQYF11F4C8427FF,latin jazz,0.535655941,0.366006985,,28781
Otis Spann,AR243ZT1187B9A98D2,piano blues,0.534464352,0.368689373,"Jackson, MS",21569
Kool Moe Dee,ARH0Z131187B9B69E9,hip hop,0.545866609,0.375362434,"Harlem, New York, NY",110345
Lee Ritenour,AR0BV7E1187FB386C1,instrumental pop,0.632008013,0.144684661,"Hollywood, CA",40247
Big John Greer,AR5NDDL1187B9A4EDB,jump blues,0.362997347,0.29168806,,126733
Jaguares,ARXRK5A1187FB3EAC6,latin pop,0.668204961,0.494381209,,20303
Oak Ridge Boys,ARBPRTL11F4C83CB05,classic country,0.546361173,0.402835787,,15806
The Tragically Hip,ARUHYH21187B98BA89,roots rock,0.758299704,0.493629438,"Kingston, Ontario, Canada",5615
Carman featuring Commissioned & The Christ Church Choir,ARX4D1E1187B9A9C4D,ccm,0.639723586,0.361918804,"Trenton, NJ",4930
Reni,ARO89GU1187B98ADA2,pop folk,0.510192177,0.324097703,"Manchester, England",509823
Raphael,AREJXK41187B9A4ACC,chanson,0.55746022,0.386151631,France,16971
Sammi Cheng,ARG1UAO1187FB55E50,cantonese pop,0.490611414,0.391574164,,8948
Fiona,ARON0YP1187FB4B465,chinese music,0.513467522,0.383677983,"New York, NY",38443
Cargo Cult,ARXBPW31187FB4D335,noise rock,0.450559425,0.327368615,Reading,78351
Lord Sterling,ARTOC971187FB37592,stoner metal,0.325700771,0.305450066,New Jersey,180745
Forensics,ARP4QQS1187B998E46,dubstep,0.480193668,0.363943229,UK - England - London,274442
Gerard Lenorman,ARAZF6G1187FB5A0C1,chanson,0.515344518,0.338999979,Centre,139869
Cama,ARIOSKN1257509BCE1,los angeles,0.406187449,0.273453727,,257551
Anat Ben David,AR1Y0N71187FB43209,tech house,0.500656728,0,,163681
Arturo Sandoval,ARNITNO1187FB555D3,latin jazz,0.561464646,0.423527585,"Artemisa, Cuba",776
Novika,ARR6VH41187FB46862,deep house,0.607105153,0.424558129,,109823
Eldar,ARPZIIA1187FB4CB9F,dark ambient,0.518912812,0.400185564,"Laietan, UM",100544
Oldelaf et Monsieur D,ARRPFCU1187FB5402E,los angeles,0.360521012,0.279976025,,385731
Eason Chan,ARA8DDQ1187B9AE3A0,cantonese pop,0.555277224,0.395217687,,255050
The Fabulous Thunderbirds,ARBFDJW1187B9AD27A,blues-rock,0.623154284,0.429353515,"Austin, TX",59307
Hey Colossus,AR7XK9K1187B9B1864,stoner metal,0.493193933,0.366628416,,186879
Sonora Carruseles,AROSW2I1187FB44866,salsa,0.560351641,0.365026438,,177675
Eddy Raven,ARHT0B11187B993CB3,zydeco,0.464994319,0.344721111,"Lafayette, LA",3420
Finntroll,ARB5TJM1187B9A71FD,heavy metal,0.636436672,0.429097812,,222660
Tanto Metro & Devonte,AR202MX1187B9B0383,dancehall,0.611788254,0.336726841,,34985
Bounty Killer,ARMPQIE1187FB3D4EB,dancehall,0.693287839,0.393274491,"Kingston, Jamaica",7550
Mobb Deep featuring Nate Dogg,AREV2491187B9B017E,gangster rap,0.772272161,0.500119335,"Queensbridge, NY",2113
DJ Spinn and DJ Rashad,ARPOPBQ11F4C83D36D,chicago house,0.515310233,0.260796778,,249776
Jose Luis Perales,ARWX7AO1187B9B91AA,latin pop,0.571402429,0.384425906,,18696
El Poder del Norte,ARC1E3F1187B9B9902,tango,0.604454946,0.418774727,,11930
Tony Matterhorn,ARNTQF31187B9A02FF,reggaeton,0.66395526,0.429272534,,34964
Story Of The Year,ARF6ZTO1187FB3684F,screamo,0.806762596,0.580095045,"LONG BEACH, California",13912
Brazilian Tropical Orchestra,AREYIHC1187B99CE0B,bossa nova,0.378013152,0.339408486,,93269
Kisha,ARUACR61187FB3AB37,soft rock,0.484343035,0.349906197,,100208
Ana Nikolic,ARQPWTM12420783719,pop folk,0.531913983,0.430474138,Serbia,164904
Tyrone Taylor,ARUBX2Y1187B99CD25,lovers rock,0.432074796,0.299392787,,7789
4 Skins,ARQUFQK11F4C83C0D8,oi,0.528653456,0,,35368
Robben Ford,AR7BMMV1187FB5B2D7,blues-rock,0.604820432,0.383877494,"Ukiah, CA",4715
White Heart,ARCCRTI11F4C845308,ccm,0.477364753,0.337507289,,30101
Zapp,AR4GJ3V1187FB4245B,funk,0.597879192,0.404664645,"Dayton, OH",4704
Ximena Sarinana,AR061J011A348F060F,nu jazz,0.62289018,0.388325125,MX,256737
Busta Rhymes,ARBCUNV1187B98A9FB,hip hop,0.809828092,0.539644312,"East Flatbush, Brooklyn, NY",1302
Fontella Bass,ARZH0R61187FB422AE,northern soul,0.558916244,0.392579878,"St. Louis, MO",1555
Rhinostar,AR1IL0W1187FB58B65,rock,0.433396307,0.270093713,,322989
Old Man's Child,AR2EBRG1187B9B07C8,sympho black metal,0.635483455,0.42844194,Norway,321561
Red Hot Chili Peppers,ARE8GLF1187FB52532,rap rock,0.833967972,0.576903816,,1283
Patty Griffin,AR6I54S1187FB48C6B,folk-pop,0.716101705,0.514523378,"Old Town, ME",11135
Satan's Host,AR2EHC11187B9AD895,heavy metal,0.504300516,0.379902866,,79927
Aeoliah,ARFEV5S1187B99F2EA,meditation,0.549395619,0.379408535,Canada,182785
Eric Demarsan,ARGCEOR1187B9A4E7D,smooth jazz,0.391730379,0.300518711,,227466
Mississippi Mass Choir,ARIKE5O1187B997E73,gospel,0.507784205,0.459629608,,167083
Space Opera,ARUG0QH1187B99613A,new beat,0.408514706,0.272015763,,391062
Through the Eyes of the Dead,ART59BB1187FB3866E,death core,0.740968894,0.455478441,"Florence, SC",198062
Johnny Otis,ARRHVVL1187B991E41,jump blues,0.494902079,0.334143883,"Vallejo, CA",31247
Finest Dearest,ARGJL42119B8668D26,indie rock,0.485089301,0.372403528,,166899
Jazz Gillum,ARW4AGO1187FB4F107,chicago blues,0.362800142,0.282286406,"Indianola, MS",124036
Neema,ARTQZKW11EB9C80B4C,folk-pop,0.523161294,0.355790397,CANADA - Québec,524768
Sound 5,AROLWYT1187B990823,breakbeat,0.342309064,0.21163373,,124743
Jorgen Ingmann,ARSYWV7119B3403694,space age pop,0.30285782,0.177855111,,102354
Sean Callery,ARVTWQ11187B9A6A24,soundtrack,0.446983538,0.35469336,,144125
Jesus Otero - Luny Tunes,ARKWXGS11F4C8419B7,requiem,nan,0,,177875
Gran Coquivacoa,ARRXPRY1187B9A8B34,gaita,0.42137606,0.366527802,,292160
Fergie,ARMRCET1187FB52049,pop rap,0.873627174,0.560205546,"Hacienda Heights, CA",30491
The Doors,ARUGU0E1187B9B30F6,classic rock,0.876829878,0.584116573,"Los Angeles, California, United States",4073
Erick Sermon,AROLNOH1187FB39845,hip hop,0.577973753,0.368336782,,3631
40 Grit,AR558FS1187FB45658,nu metal,0.451977717,0.331351565,,94218
Bob Azzam,ARHHO3O1187B989413,chanson,0.085512047,0.251936525,,327171
Scott Glasgow,ARG51IA1187B9B143A,contemporary classical music,0.447808057,0.29191313,,56876
Poncho Sanchez,ARYFXQ21187FB4DAEF,latin jazz,0.577228503,0.373552391,"Laredo, TX",72184
Livingston Taylor,ARVG8T61187FB440EB,soft rock,0.431393095,0.348862957,"Boston, MA",37250
Papa Wemba,ARWJHW61187B98FA8E,soukous,0.541968375,0.417885349,"Kasai, Zaire",15861
Fortitude,ARO344A1187B9B65C3,modern rock,0.468827656,0.375135509,Kansas,4975
R. Carlos Nakai,AREJ5K11187B993F5F,chamber jazz,0.577276089,0.376939984,,25079
Onyx,ARZH3SW1187B98C96E,hip hop,0.636582379,0.421287263,,18208
Jennifer Lopez,AR7C6G11187B9B4C1E,dance pop,0.877119424,0.560912657,"The Bronx, New York",21255
Joe Grushecky,ARZIKR01187B98DF08,heartland rock,0.503002306,0,,191898
THE CHIFFONS,ARNUFGE1187B9B7881,doo-wop,0.599536502,0.398349517,"New York, NY [The Bronx]",5281
Spitfire,AREQ9AY1187FB40E19,happy hardcore,0.631081284,0.372894174,Athens,31041
Equilibrium,ARKKPRW1187FB4D81E,black metal,0.657870156,0.463017764,Colorado,145955
Martha Wainwright,ARRWAD71187FB3FE44,folk-pop,0.704244766,0.497568734,NY - New York City,12822
The Rolling Stones,ARFCUN31187B9AD578,blues,0.814829656,0.776037656,"London, England",522
Ms. Dynamite,AR21YNH1187FB49649,grime,0.589694605,0.383863704,London,9917
Ronny Eriksson,ARUZD301187FB4AC65,stand-up comedy,0.322667185,0.25669968,,436847
Kat DeLuna,ARZ33PH1187FB52F58,dance pop,0.727030782,0.530321955,,144739
Atom,ARROUEA1187FB4AA0F,tech house,0.502711859,0.31843076,Washington,24982
Artie Fishel & The Promised Band,ARRFTTO1241B9C8C96,ghetto tech,0.406629903,0,,280520
Johnny Horton,ARTBFV61187FB3C250,country rock,0.610427725,0.438168226,"Los Angeles, CA",28162
Fat Joe,AR2XI6G1187B9AE7DA,gangster rap,0.822908534,0.572027854,"Bronx, NY",2163
Jerry Yan,ARMAOIY1187B9A3893,chinese music,0.396327109,0.327012793,,363158
L.A. Guns,ARHONG11187FB3B120,heavy metal,0.665728336,0.456940558,katy,1390
Demonbreed,ARAVEKH1269FCD294D,thrash core,0.484546205,0,,535006
XLNC,ARMTIIX1187B9A1896,bhangra,0.387891459,0.277323648,,67638
Champion Jack Dupree With TS McPhee,AR8ACFK1187B9B4063,piano blues,0.538085499,0.313500755,"New Orleans, LA",5907
Enrique Iglesias,ARDCFNZ1187FB3DDB0,dance pop,0.82735726,0.749062406,"Madrid, Spain",1455
Britt Nicole,AR5LZJD1187FB4C5E5,ccm,0.669500125,0.544446277, NC,56696
Esa Pakarinen,ARBV8MP1187B9B60B1,oldies,0.413165862,0.32288249,,92732
Claire Hamill,ARCP8YG1187B997D72,new age,0.515847654,0.35312499,UK - England - South East,168703
The Plasmatics,AREENKN1187B98F35D,trip hop,0.557875168,0.359324727,"New York, NY",82979
Connie Smith,ARGUACZ1187FB3F35C,country gospel,0.496794628,0.365260893,"Elkhart, IN",41463
Scalplock,AR6137D1187B9A39C8,grindcore,0.303675508,0.293321125,,271616
The Grease Band,ARDGBFI1269FCD6AA6,swamp rock,0.324128628,0.191193994,,95538
Amy Lambert,ARFRSQZ122988EF860,country gospel,0.231837504,0.224283663,North Carolina,15602
Torcuato Mariano,AR2OH7O1187B99FE4E,meditation,0.502866928,0.311757783,,40746
Dobby Dobson,ARG03XQ1187B99A494,rock steady,0.453350443,0.312213437,Florida,38472
Baby Bash / Grimm,ARNXNH81187FB52EB5,pop rap,0.833893808,0.602115455,"Houston, TX",105
Chops,ARGABPJ1187B99C6E3,jazz rap,0.487353038,0.316818859,,193816
Carl Smith,ARB1KC91187FB38B13,honky tonk,0.551502069,0.351717751,,20724
Rise Against,ARZWK2R1187B98F09F,hardcore punk,0.847081688,0.625080481,Chicago,6795
Martriden,ARZWAHK119B8668273,blackened death metal,0.541122639,0.319619376,"Havre, MT",181697
Fredi,ARPTC441187FB3AEBF,ballad,0.411875463,0.397640637,,88926
Sandy Lam,AR0QS8F1187B9ADC96,chinese music,0.49867683,0.354168955,,102330
Patsy Cline,ARA7YDA1187B9A5776,country rock,0.656727793,0.468511467,"Gore, VA",1500
All Leather,ARHOSMU1242078130D,digital hardcore,0.599529186,0.379294935,,379046
D:Fuse,AR47RVG1187B995CE7,progressive house,0.537425311,0.305734031,"Austin, TX",14339
Janet Jackson,ART4QZC1187FB51612,dance pop,0.881694731,0.568201422,Los Angeles &amp; New York,19514
Dokken,ARV8LAR1187FB3DE2A,heavy metal,0.769896415,0.458293186,"Los Angeles, CA",36253
James Newton Howard,ARSZIBW1187B994053,instrumental pop,0.611381595,0.445321878,,41212
Daryl Hall & John Oates,ARN0DMU1187FB5B63A,pop rock,0.664924362,0.496381146,"Philadelphia, Pennsylvania",61234
Bad Company,ARD8JVH1187FB4DA04,blues-rock,0.696816892,0.482100019,England,6678
Max Steiner,ARJRF841187B9B7F9A,soundtrack,0.471894876,0.355491136,"Vienna, Austria",174366
Angel Romero,ARJEPNS1187FB3DEF4,tech house,0.4900735,0.334782294,,206256
Humble Pie,ARPISA41187FB3DE42,blues-rock,0.633545999,0.40249588,"Essex, England",235338
Gaetano Donizetti,AREDW1C1187B9ACAC2,bel canto,0.556549466,0.362153991,,145957
Incubus,AR1RMYB1187FB5A59E,funk metal,0.899279599,0.579441938,California,41558
Juliette & The Licks,ARS6I1U1187FB468F9,post-grunge,0.720809221,0.455915629,,10733
Aesop Rock,AR6F6I21187FB5A3AA,underground rap,0.834538586,0.477310881,,23041
Paul Avgerinos,ARJRIM91187FB3EF9A,chill-out,0.449278965,0.317125719,,187501
Phil Collins,AR9W3X91187FB3994C,soft rock,0.814506224,0.584836889,"Chiswick, London, England",1015
Bangalafumenga,ARIHUOK122988F22DD,batucada,0.431458634,0,,20174
Bryan Ferry,ARIZODP1187B9AD272,glam rock,0.69480252,0.561830538,"Washington, England",16303
Angels,ARC3EZO1187B9B9314,hard rock,0.699035755,0.435463818,Australia,102682
Barbara Fairchild,AR2G8UI1187FB3F33C,country gospel,0.428300267,0.371237574,"Knobel, AK",175644
The Balustrade Ensemble,AR573WK1187FB47167,trip hop,0.495556565,0.29264827,san francisco,348531
Prince,ARZQ7QA1187B9AD08B,dance rock,0.831928825,0.594627867,"Minneapolis, MN",4691
Santana,ARB054P1187B9AD32E,blues-rock,0.818494214,0.627765135,"San Francisco, CA",3815
Diego Verdaguer,AR87ZMN1187B99689C,latin jazz,0.472943182,0.37568,,457912
Teenage Fanclub,ARHPPJK1187B9AC897,power pop,0.684894723,0.511526435,"Glasgow, Scotland",12809
Cavo,ARYCCQX122BCFCC4E4,post-grunge,0.662697963,0.496767847,Missouri,313189
Bruisers,ARHLYXD11F50C4B49E,oi,0.4575333,0.415353711,,378791
The Highwaymen,ARGPFYP1187B98F5CB,folk-pop,0.683341036,0.468246836,"Dayton, OH",13084
Joselito,ARJJ8I01187FB4CE98,chanson,0.482805248,0.293827445,Jaen,66649
Bill Laswell,ARAH4TU1187FB51D28,future jazz,0.678008837,0.404039734,"New York City (Salem, IL - originally)",2605
AFI,AR2FAMK1187FB4CF60,post-hardcore,0.909247284,0.554938523,"Ukiah, CA",10923
Lil Mz. 313 featuring DJ Rashad,ARHMQHN1241B9C56C8,ghetto tech,0.443327913,0,,445036
Juan Carlos Baglietto,ARJRQL51187FB541AB,tango,0.540881349,0.386630837,,19920
Hatebreed (int License),ARPKATM1187B9B76E6,hardcore punk,0.832757431,0.546383748,"New Haven, CT",10260
La Portuaria,AR1LQNB1187B9A6AE5,disco,0.522888132,0.30571906,,19928
Conjunto Clasico,ARLHEM01187B9AFF5B,salsa,0.492020054,0.323956948,,101102
Snowgoons,ARA7EEC1187FB4C392,los angeles,0.649583107,0.461345852,"Karlsruhe, Germany",125844
Warren Barfield,ARDDTL91187B9974A7,ccm,0.651957877,0.436220548,,196711
Ayo,ARN03F71187FB4E3F4,neo soul,0.522590185,0.390641236,United States,40059
Vitamin C,ARNEJAG1187FB41600,teen pop,0.680332846,0.397803707,,4201
Jah Legacy,ARJDWAF122ECCBD2C9,roots reggae,0.485520495,0,FRANCE,521957
R. Carlos Nakai,AREJ5K11187B993F5F,chamber jazz,0.577276089,0.376939984,,25079
Bob Marley,ARAZCWP129462A97F1,reggae,0.778835827,0.570106512,,19
Margaret Becker,ART1R9I1187B9B3324,ccm,0.541917737,0.404157671,,10558
The Cufflinks,ARR322V1187FB4F9CB,pop rock,0.403218289,0.398406194,,268339
Rolfe Kent,ARJJKAA1187B9ADAF1,soundtrack,0.549033905,0.376664106,,61843
Dimitri Tiomkin,AR8J32V1187FB4F874,soundtrack,0.427591261,0.32242111,"Kremenchuk, Ukraine",353456
Pheeroan Aklaff,ARZ3BA51187B998A3E,free jazz,0.359693511,0,,606231
Moraes Moreira,ARDZJ6H1187FB387F2,latin jazz,0.461741493,0.334252474,,29156
Olivia Ruiz,ARJW7KB1187FB47C36,chanson,0.621201748,0.37436568,"Carcassonne, France",40054
Richard Burton,AR4ABL21187FB3913A,jazz fusion,0.432386477,0.28404741,Pennsylvania,144425
The Roots,AR8RXRI1187FB4104B,funk,0.862795414,0.600282491,"Philadelphia, Pennsylvania, U.S.",46
The Pharcyde,AR82DJK1187B991107,rap,0.756063871,0.491468882,"Los Angeles, CA",31569
The Doors,ARUGU0E1187B9B30F6,classic rock,0.876829878,0.584116573,"Los Angeles, California, United States",4073
Janet Jackson,ART4QZC1187FB51612,dance pop,0.803836826,0.58257534,Los Angeles &amp; New York,19514
Rick Snel,ARPZRFT12086C12690,trance,0.393049715,0.221883241,,516042
Erick Sermon,AROLNOH1187FB39845,hip hop,0.577973753,0.368336782,,3631
Chris Brown,ARXOTQH1187FB57084,r&b,0.892688611,0.830356766,"Fairfax, California",17428
